,Name,Disaster,Begin Date,End Date,CPI-Adjusted Cost,Unadjusted Cost,Deaths,Event Duration,Event ID,Summary
220,North Central Hail Storms (May 2022),Severe Storm,2022-05-09,2022-05-09,2354.4,2160.0,0.0,0,220,"Severe hail storms with numerous reports of golf-balled sized hail causing damage across southeastern Minnesota and western Wisconsin. These hail storms were south of the hail storms that damaged many homes, vehicles and businesses just 10 days earlier on May 9."
221,North Central Severe Weather (May 2022),Severe Storm,2022-05-11,2022-05-12,2949.6,2706.0,1.0,1,221,"Severe weather causes tornado, hail and high wind damage across several states including South Dakota, Nebraska, Minnesota and Wisconsin. Hail and high winds impacted southern Minnesota including the cities of St. Cloud and the Minneapolis metro area. In addition, numerous reports of high wind damage occurred across eastern Nebraska. There were also more than two dozen tornadoes that impacted eastern South Dakota and central Minnesota causing damage to homes, vehicles, businesses, agriculture and other infrastructure. "
222,North Central Hail Storms (May 2022),Severe Storm,2022-05-19,2022-05-19,2625.4,2431.0,0.0,0,222,"Severe hail storms with numerous reports of golf-balled sized hail causing damage across southeastern Minnesota and western Wisconsin. These hail storms were south of the hail storms that damaged many homes, vehicles and businesses just 10 days earlier on May 9."
223,Central Severe Weather (June 2022),Severe Storm,2022-06-07,2022-06-08,2025.7,1911.0,0.0,1,223,"Severe weather produced damaging hail, high wind and damage from more than two dozen tornadoes across numerous states including Colorado, Nebraska, Kansas, Missouri, Oklahoma, Texas, Iowa and Ohio. Hail and high wind damage was severe across much of Nebraska causing widespread damage to homes, businesses, vehicles, farms and agriculture and other infrastructure."
224,Central Derecho (June 2022),Severe Storm,2022-06-13,2022-06-13,3386.6,3195.0,1.0,0,224,"A powerful derecho carved a path a high wind damage across several states with the impacts focused in Michigan, Illinois, Indiana and Ohio. Thousands of trees were downed from the high winds causing damage to many homes, businesses, vehicles, power lines and other infrastructure. There was also considerable hail damage across southern Wisconsin."
225,North Central and Eastern Severe Weather (July 2022),Severe Storm,2022-07-22,2022-07-24,1420.4,1340.0,1.0,2,225,"Severe weather with high winds and 19 tornadoes impact numerous states including North Dakota, Minnesota, Wisconsin, Michigan, Illinois, Indiana, Ohio, Pennsylvania, Virginia, Maryland and New York. Many homes, businesses, vehicles, agriculture and other infrastructure were damaged."
226,Kentucky and Missouri Flooding (July 2022),Flooding,2022-07-26,2022-07-28,1552.9,1465.0,42.0,2,226,"Eastern Kentucky and eastern Missouri were impacted by major flooding from a stalled frontal system, which damaged thousands of homes, businesses, vehicles and other infrastructure in late-July. Areas around St. Louis received 8-12 inches of rainfall that required swift water rescues due to flooded interstates and homes across the St. Louis metropolitan area. A large region of 5-10+ inches of rainfall across eastern Kentucky produced deadly flash flooding. Over 600 helicopter rescues and many swift water rescues by boat were needed to evacuate people who were trapped by the quickly-rising flood waters. The North Fork of the Kentucky River at Jackson also reached major flood stage setting a new record crest of 43.47' (the previous record was 43.1' set in 1939)."
227,Hurricane Fiona (September 2022),Tropical Cyclone,2022-09-17,2022-09-18,2685.7,2510.0,25.0,1,227,"Category 1 Hurricane Fiona causes widespread power outage across central and western Puerto Rico. Extreme rainfall (12-18 inches) from an intensifying hurricane resulted in widespread flooding and mudslides causing damage to many homes, businesses, vehicles and other infrastructure. The regional power grid was also significantly impaired."
228,Hurricane Ian (September 2022),Tropical Cyclone,2022-09-28,2022-09-30,119626.0,111800.0,152.0,2,228,"Ian made landfall near Cayo Costa, Florida, as a Category 4 Hurricane with sustained winds of 150 mph.More Info…"
229,Hurricane Nicole (November 2022),Tropical Cyclone,2022-11-10,2022-11-11,1081.2,1020.0,5.0,1,229,"Category 1 Hurricane Nicole made landfall at North Hutchinson Island, Florida producing heavy rain, flooding and coastal erosion. Many of the Florida counties and communities impacted by Nicole were still recovering from the high wind and flooding impacts of Hurricane Ian several weeks earlier. This compounded the existing damage and recovery timeline. Nicole was the first hurricane to make landfall in Florida during November since Hurricane Kate in 1985."
230,Central and Eastern Winter Storm and Cold Wave (December 2022),Winter Storm,2022-12-21,2022-12-26,8951.7,8445.0,87.0,5,230,"Historic winter storm and powerful arctic front caused significant impact across much of the nation, bringing heavy rains, snow, ice and high winds that sent temperatures plummeting. More than 200 million people were under a winter weather advisory or warning and more than a million customers, from Texas to Maine, were left without power. Buffalo, New York was paralyzed by near hurricane force winds and continuous snow squalls, which contributed to dozens of fatalities in the region. Additional impacts were widespread frozen water pipes that led to extensive water damage in many homes, businesses and to other critical infrastructure."
231,California Flooding (December 2022 - March 2023),Flooding,2022-12-26,2023-03-19,4725.0,4500.0,22.0,83,231,"Numerous atmospheric rivers in continuous succession caused severe flooding, record snowfall and copious rainfall that significantly reduced drought deficits across California, between late-December and March 2023. Flooding impacted many homes, businesses, levees, agriculture and other infrastructure particularly across central California."
232,Northeastern Winter Storm/Cold Wave (February 2023),Winter Storm,2023-02-02,2023-02-05,1838.8,1751.0,1.0,3,232,"A strong winter storm produced snow, high winds and bitter cold across numerous Northeastern states. High winds caused widespread power outages in Massachusetts while Mount Washington, New Hampshire observed a wind chill temperature of -108 degrees Fahrenheit. This was one of the coldest wind chill temperatures ever recorded in the United States."
233,Southern and Eastern Severe Weather (March 2023),Severe Storm,2023-03-02,2023-03-03,6170.0,5876.0,13.0,1,233,"Severe storms impact numerous southern and eastern states including Texas, Alabama, Mississippi, Tennessee, Kentucky, Indiana and Ohio. Impacts from high wind and tornadoes cause widespread damage to homes, vehicles, businesses, government buildings and infrastructure."
234,Southern and Eastern Severe Weather (April 2023),Severe Storm,2023-03-24,2023-03-26,2956.0,2815.0,23.0,2,234,"Southern and eastern severe storms including more than 40 tornadoes caused damage across Mississippi, Alabama, Georgia, Tennessee to many homes, businesses, vehicles and other infrastructure. Additional high wind damage occurred in parts of Ohio, West Virginia and Pennsylvania."
235,Central Tornado Outbreak and Eastern Severe Weather (March 2023),Severe Storm,2023-03-31,2023-04-01,5909.8,5628.0,33.0,1,235,"A historic tornado outbreak across numerous central states caused widespread damage from at least 145 tornadoes. States most impacted were Illinois, Indiana, Ohio, Missouri, Iowa, Arkansas, Tennessee and Pennsylvania where there was severe damage to homes, businesses, vehicles, agriculture and other infrastructure."
236,Southern/Midwestern Drought and Heatwave (Spring-Fall 2023),Drought,2023-04-01,2023-09-30,14786.7,14082.0,247.0,182,236,"Drought conditions impacted numerous Southern and Midwestern states (TX, LA, OK, KS, IL, MO, NE) and surrounding states. The agriculture sector has been impacted across these affected states including damage to field crops from lack of rainfall. Ranchers have also been forced to sell-off livestock early in some regions due to high feeding costs. For the second straight year, portions of the Mississippi River have experienced low water levels impacting river commerce. This low flow has also allowed salt water from the Gulf of Mexico to migrate northward, along the bottom of the Mississippi River, impacting water quality in southern Louisiana. Several Northwestern states including Washington, Oregon and Montana have also been impacted by increasing drought effects."
237,Central and Eastern Severe Weather (April 2023),Severe Storm,2023-04-04,2023-04-06,2956.1,2815.0,5.0,2,237,"Severe storms produced large hail, high winds and more than 35 tornadoes across many central and southern states. The states most affected were Illinois, Kentucky, Iowa, Indiana, Ohio, Missouri and Michigan where there was considerable damage to homes, businesses, agriculture, vehicles and other infrastructure."
238,Fort Lauderdale Flash Flood (April 2023),Flooding,2023-04-12,2023-04-13,1144.0,1100.0,0.0,1,238,"Historical rainfall and flash flooding inundated Fort Lauderdale and surrounding areas with over 25 inches of rainfall in less than 24 hours. This resulted in many flooded homes, vehicles and businesses. The Fort Lauderdale Airport also closed on April 13 due to the flooding."
239,Central and Southern Severe Weather (April 2023),Severe Storm,2023-04-15,2023-04-15,1401.9,1335.0,0.0,0,239,"Several central and southern states including Missouri, Arkansas, Illinois, Texas, Louisiana and the Florida Panhandle were impacted by hail, tornadoes and high winds. These storms caused damage to many homes, vehicles and businesses."
240,Central Severe Weather (April 2023),Severe Storm,2023-04-19,2023-04-20,3108.3,2960.0,1.0,1,240,"Severe hail, scattered tornadoes and high winds caused damage across numerous central states. Central Oklahoma was impacted by a cluster of tornadoes. Texas, Missouri, Nebraska, Kansas, Iowa, Illinois and Wisconsin was impacted by hail and high wind damage from severe storms."
241,Southern Severe Weather (April 2023),Severe Storm,2023-04-25,2023-04-27,1372.8,1320.0,0.0,2,241,"Southern severe weather across Texas, Georgia and Florida. Considerable hail and wind damage to many homes, businesses, vehicles and other infrastructure."
242,Central Severe Weather (May 2023),Severe Storm,2023-05-06,2023-05-08,2222.5,2137.0,1.0,2,242,"Severe weather across numerous central states including Missouri, Illinois, Iowa, and Indiana. There was additional damage in Kentucky, Tennessee, South Carolina and Texas. Large hail, high winds and torandoes caused widespread impact to many homes, businesses, vehicles, farms and other infrastructure."
243,Central and Eastern Tornadoes and Hail Storms (May 2023),Severe Storm,2023-05-10,2023-05-12,3563.0,3426.0,1.0,2,243,"Dozens of tornadoes and severe hail storms from the eastern Rockies and across several central states. The most costly severe hail impacts were focused in Colorado while numerous tornadoes also impacted western Kansas, central Oklahoma and eastern Nebraska. Texas and North Dakota were also impacted from combination of high winds, hail and isolated tornadoes with damage to homes, businesses, vehicles, farms and other infrastructure."
244,Texas Hail Storms (May 2023),Severe Storm,2023-05-18,2023-05-19,1690.0,1625.0,0.0,1,244,"Texas hail storms impact numerous counties across north central Texas. Collin county in particular was impacted by golf ball to tennis ball sized hail causing damage to homes, vehicles and businesses."
245,Typhoon Mawar (May 2023),Tropical Cyclone,2023-05-24,2023-05-25,4420.0,4250.0,2.0,1,245,"A Category 4 Typhoon struck Guam on May 24 battering the island for 15 hours until the early morning of May 25. Typhoon Mawar's wind speeds of up to 145 mph damaged residential and commercial buildings, vehicles and infrastructure. Several U.S. military bases including Andersen Air Force Base sustained considerable damage. Guam's international airport also sustained flood damage."
246,Southern Severe Weather (June 2023),Severe Storm,2023-06-11,2023-06-14,4193.2,4032.0,0.0,3,246,"Numerous southern states including Texas, Louisiana, Mississippi, Alabama, Georgia, Tennessee, Arkansas, South Carolina and Florida were impacted by hail, tornadoes and high winds. These storms caused damage to many homes, vehicles and businesses across several days of severe storm activity."
247,Central and Southern Severe Weather (June 2023),Severe Storm,2023-06-15,2023-06-18,3918.7,3768.0,5.0,3,247,"Severe storms produce over one thousand reports of damaging weather across Oklahoma, Texas, Mississippi, Georgia, Florida, Arkansas and Ohio. Among these reports were over 70 preliminary tornadoes including an EF-3 tornado in Louin, Mississippi. This combination of high winds, hail and tornadoes caused damage to homes, businesses, vehicles, agriculture and other infrastructure. The damage was most focused in Oklahoma."
248,Rockies Hail Storms and Central and Eastern Severe Weather (June 2023),Severe Storm,2023-06-21,2023-06-26,5453.9,5244.0,8.0,5,248,"Severe hail storms across Colorado damaged many homes, vehicles and injured approximately 100 people at a large outdoor concert. This multi-day outbreak of severe weather also produced more than 60 tornadoes across portions of Wyoming, Colorado, Minnesota, Indiana, Kentucky and Arkansas that caused damage to homes, businesses, vehicles, agriculture and other infrastructure."
249,Central Severe Weather (June 2023),Severe Storm,2023-06-28,2023-07-02,1976.8,1919.0,3.0,4,249,"Severe storms caused damage across numerous Central states. The state most impacted were Missouri, Illinois and Indiana while there were also damage in many surrounding states. The damage to many homes, vehicles, businesses and agriculture assets was largely from high wind and damaging hail but there were also scattered tornado impacts."
250,Northeastern Flooding and North Central Severe Weather (July 2023),Flooding,2023-07-09,2023-07-15,2230.4,2165.0,10.0,6,250,"Severe storms brought devastation and flooding to portions of the Northeast, as areas reported up to eight inches of rain within a 24-hour period. Montpelier, Vermont received a record-breaking 5.28 inches of rain, flooding the city and damaging thousands of homes and businesses. The wide scale flooding in Vermont was similar to the flood impacts from Hurricane Irene in 2011. Early estimates put the flood damage in West Point, New York at more than $100 ($103.0) million. There was also considerable damage to roads, bridges and agriculture across the Northeast. Severe storms also caused high wind and hail impacts across Wisconsin, Minnesota and Illinois."
251,North Central and Southeastern Severe Weather (July 2023),Severe Storm,2023-07-19,2023-07-21,1887.0,1832.0,1.0,2,251,"Severe storms caused damage across several North Central and Southeastern states. The states most impacted were Michigan, Wisconsin, Ohio, Tennessee and Georgia. Ping pong to golf ball-sized hail and high winds damaged many homes, vehicles, businesses and other infrastructure."
252,North Central and Eastern Severe Weather (July 2023),Severe Storm,2023-07-28,2023-07-29,1526.6,1482.0,2.0,1,252,"Severe storms caused damage across several North Central and Eastern states. The state most impacted were Nebraska, Missouri, Illinois, Indiana and Wisconsin. High wind, severe hail and tornadoes caused damage to many homes, vehicles, businesses and agriculture assets."
253,Northeastern and Eastern Severe Weather (August 2023),Severe Storm,2023-08-05,2023-08-08,1680.2,1631.0,4.0,3,253,"More than one thousand reports of high wind, severe hail or tornadoes across many Northeastern and Eastern states. August 7 was a prolific day of severe weather with damage reports from Georgia to New York. These storms caused impacts to many homes, vehicles, businesses, agriculture and other infrastructure."
254,Hawaii Firestorm (August 2023),Wildfire,2023-08-08,2023-08-08,5665.0,5500.0,100.0,0,254,"Devastating wildfires destroyed the historic town of Lahaina on Maui Island of Hawaii. Winds were enhanced from the strength and position of a high-pressure system located northwest of Hawaii, which helped to exacerbate the wildfire as it spread on the island of Maui. Hurricane Dora was also positioned south of Hawaii. This was the deadliest wildfire in the U.S. in over a century. Thousands of homes, vehicles and businesses were destroyed."
255,Minnesota Hail Storms (August 2023),Severe Storm,2023-08-11,2023-08-11,1828.3,1775.0,0.0,0,255,"Numerous hail storms caused extensive damage across south-central Minnesota. Golf ball to baseball-sized hail caused damage to the windows, siding and roofs of many homes, vehicles and businesses."
256,Hurricane Idalia (August 2023),Tropical Cyclone,2023-08-29,2023-08-31,3559.7,3456.0,5.0,2,256,"Hurricane Idalia made landfall near Keaton Beach in the Big Bend region of Florida as a strong Category 3 hurricane with winds of 125 mph. Idalia was the strongest hurricane to hit the Big Bend region in more than 125 years. Storm surge was about 8 feet above ground at Cedar Key, which caused heavy damage to homes, businesses, vehicles and other infrastructure. Other Big Bend coastal communities were also inundated by storm surge. Idalia produced 5 to 10 inches of rainfall across the Big Bend region of Florida and southeastern portions of Georgia and the Carolinas. The relatively low population density of the Big Bend region helped to reduce the physical exposure and damage costs. Significant flooding was reported in downtown Charleston, SC and nearby Edisto Beach. There was also 2 to 4 feet of storm surge along the Carolina coastline, which was exacerbated by the full moon and high tide cycle."
257,Southern Hail Storms (September 2023),Severe Storm,2023-09-23,2023-09-24,1694.5,1645.0,0.0,1,257,"Hail storms impact Texas, Oklahoma and Missouri. The most damaging impacts were in central Texas including Austin, Georgetown, Round Rock and Arlington on September 24. Towns north of Austin in particular were impacted by baseball sized hail causing damage to homes, vehicles and businesses."
258,East Coast Storm and Flooding (December 2023),Flooding,2023-12-16,2023-12-18,1314.4,1276.0,5.0,2,258,"Powerful east coast storm from Florida to Maine produced widespread impacts from heavy rainfall, flooding, high winds and coastal erosion. The heavy rainfall and snowmelt were amplified by record-high temperatures in the Northeast."
259,Southern/Eastern/Northwestern Drought and Heat Wave (2024),Drought,2024-01-01,2024-12-31,5417.0,5311.0,136.0,365,259,"Drought conditions impacted many Southern, Eastern and Northwestern states. This drought was more transient in its impacts over numerous states throughout the year. The states of Texas, Oklahoma and Kansas had some of the highest losses to crops from the effects of drought and heat. As the drought changed in intensity and duration throughout the year across several regions of the country. Several Northwestern states also had costly impacted to agriculture including Montana, Idaho and Washington. Numerous southern and eastern states from Mississippi through Pennsylvania also experienced crop impacts that were most severe in the Summer months. The drought conditions also strengthen through the Fall and Winter months impacting Maryland, Delaware and New Jersey. It was also one of the hottest years on record for a number of these states, which claimed more than 100 lives from excessive heat exposure. "
260,Southern Tornado Outbreak and East Coast Storm (January 2024),Severe Storm,2024-01-08,2024-01-10,2780.2,2726.0,3.0,2,260,"Southern tornado outbreak and east coast storm impacted more than a dozen states. At least 39 preliminary tornadoes were clustered around the Florida Panhandle through the Carolinas while hundreds of high wind reports were scattered up the East Coast reflecting damage to homes, businesses, vehicles and other infrastructure. The strongest tornado was an EF-3 that caused significant damage around Panama City Beach, Florida, after an intense waterspout moved onshore."
261,Northwest Winter Storm (January 2024),Winter Storm,2024-01-12,2024-01-14,1723.8,1690.0,20.0,2,261,"A strong artic front moved across Western Washington and Oregon on January 12 and 13 dropping temperatures below freezing. This allowed freezing rain to impact areas along the coast and the Willamette Valley northward into southwest Washington. Numerous locations including Springfield and the Portland metro area were affected by the icing and strong winds, which caused significant tree damage and power outages. Numerous homes, businesses, vehicles and other infrastructure were damaged."
262,Central Southern Northeastern Winter Storm and Cold Wave (January 2024),Winter Storm,2024-01-14,2024-01-18,1948.3,1910.0,41.0,4,262,"A bitterly cold airmass affected numerous central and southern states most including Illinois, Missouri, Kansas, Texas, Mississippi, Arkansas, Tennessee and Georgia. This long-duration cold wave produced sleet and freezing rain accumulations into the deep south, across much of Mississippi. High winds also pushed wind chills well below zero for many states contributing to dozens of fatalities, many in Tennessee. Damage also occurred to homes, vehicles and businesses from the high winds and frozen precipitation."
263,Southern Severe Weather (February 2024),Severe Storm,2024-02-10,2024-02-12,1072.0,1051.0,0.0,2,263,"Severe storms produced up to golf ball sized hail across central and eastern Texas causing damage to homes, vehicles and businesses. Additional damage from hail and high winds and training thunderstorms caused flooding across portions of Louisiana, Alabama, Georgia, Florida and North Carolina."
264,Central and Eastern Severe Weather (February 2024),Severe Storm,2024-02-27,2024-02-28,1534.0,1504.0,0.0,1,264,"Severe storms produced two dozen tornadoes, hail and high wind impacts across northern Illinois, central Ohio and southern Michigan. There were additional high wind impacts focused across northern Kentucky and northern Georgia causing damage to homes, vehicles, businesses and other infrastructure."
265,Central and Southern Severe Weather (March 2024),Severe Storm,2024-03-12,2024-03-14,6151.6,6031.0,3.0,2,265,"Damaging hail, tornadoes and high wind from severe storms impact many Central and Southern states. Kansas, Oklahoma and Missouri were affected by up to baseball-sized hail damaging homes, vehicles, businesses.  Illinois, Indiana and Ohio were impacted by hail, high wind and dozens of tornadoes including a deadly EF-3 striking northwest Ohio."
266,Central Tornado Outbreak and Eastern Severe Weather (April 2024),Severe Storm,2024-04-01,2024-04-03,2465.5,2441.0,3.0,2,266,"A central tornado outbreak produced more than 85 tornadoes across a three-day period from Oklahoma to West Virginia. This outbreak included 19 EF-0, 52 EF-1 and 14 EF-2 tornadoes, which were most concentrated across the Ohio River Valley on April 1-2. These tornadoes and severe weather impacts across several eastern states caused damage to homes, businesses, vehicles and other infrastructure."
267,Southern and Eastern Severe Weather (April 2024),Severe Storm,2024-04-08,2024-04-11,2725.1,2698.0,0.0,3,267,"Southern and eastern severe weather produced tornadoes, hail and high wind, from Texas to Virginia. The event began with severe hail and high wind impacts across central and eastern Texas, followed by more than 20 tornadoes impacting the Gulf Coast counties of Louisiana, Mississippi, Alabama and Florida. There were additional high wind and tornado impacts in North Carolina and Virginia."
268,Central and Southern Tornado Outbreak (April 2024),Severe Storm,2024-04-26,2024-04-28,1697.8,1681.0,3.0,2,268,"An outbreak producing more than 140 tornadoes developed across several central and southern states including Nebraska, Iowa, Kansas, Missouri, Oklahoma and Texas causing widespread damage to many homes, businesses, vehicles, agriculture and other infrastructure. Eastern Nebraska was particularly impacted by numerous strong tornadoes.  Lincoln narrowly avoided a direct hit, with a large tornado touching down on the edge of the city. The same storm also spawned a mile-wide tornado that heavily damaged the towns of Elkhorn, Bennington, and Blair on the outskirts of Omaha. On April 27, an EF-4 tornado struck Marietta, Oklahoma damaging a large commercial distribution center. Near downtown Omaha another EF-3 touched down at Eppley Airfield, which destroyed several hangars and airplanes. Several tornadoes also touched down close to Topeka, Kansas while an EF-3 tornado caused extensive damage to the town of Westmoreland."
269,Central Southern Southeastern Tornado Outbreak (May 2024),Severe Storm,2024-05-06,2024-05-09,6571.0,6571.0,3.0,3,269,"An outbreak producing more than 165 tornadoes developed across many central, southern and southeastern states. The states most affected include Oklahoma, Kansas, Nebraska, Michigan, Indiana, Ohio, Kentucky, Tennessee, Alabama, North Carolina, South Carolina, Georgia and Florida. This multi-day tornado outbreak produced at least 61 EF-0, 79 EF-1, 13 EF-2, three EF-3, one EF-4 tornado and dozens of EF-U (unknown/unrated) tornadoes, causing widespread damage to homes, businesses, vehicles, agriculture and other infrastructure. The towns of Barnsdall and Bartlesville, Oklahoma were impacted by an EF-4 tornado that caused extensive damage."
270,Southern Severe Weather (May 2024),Severe Storm,2024-05-11,2024-05-13,1124.0,1124.0,1.0,2,270,"Damaging hail, tornadoes and high wind impact central and eastern Texas, southern Louisiana and the Florida Panhandle on May 11-13. In addition to golf ball sized hail in Texas, more than a dozen tornadoes cause damage to homes, vehicles, businesses and other infrastructure in near coastal counties of Louisiana, Texas and Florida."
271,Southern Derecho (May 2024),Severe Storm,2024-05-16,2024-05-17,1551.0,1551.0,8.0,1,271,"A rare southern derecho event produced high wind damage from Texas to Florida. Central and eastern Texas were impacted by high winds at times exceeding 100 mph. These winds also ripped through downtown Houston blowing out numerous windows in skyscrapers causing considerable damage. Louisiana, Alabama and Florida also were impacted by damaging winds impacting many homes, vehicles and businesses."
272,Central Southern Eastern Severe Weather (May 2024),Severe Storm,2024-05-18,2024-05-22,4907.8,4859.0,5.0,4,272,"Severe storms across many central, southern and eastern states produced widespread impacts from several dozen tornadoes, severe hail and high winds. The states most impacted were Nebraska, Kansas, Oklahoma, Texas, Iowa and Wisconsin, as each experienced considerable damage to homes, vehicles, businesses, agriculture and additional infrastructure. On May 21, an EF-4 tornado cut a 44-mile path across southeast Iowa, with peak wind speeds of 175-185 mph. The town of Greenfield, Iowa was heavily damaged. Multiple 'Particularly Dangerous Situation (PDS)' watches were issued by NOAA's National Weather Service for these states, during this multi-day sequence. Several eastern states also sustained high wind damage from these storms."
273,Central Tornado Outbreak (May 2024),Severe Storm,2024-05-25,2024-05-26,3466.4,3432.0,16.0,1,273,"An outbreak producing more than 110 tornadoes developed across many central states. The states most affected include Missouri, Arkansas, Texas, Oklahoma, Illinois and Kentucky causing widespread damage to homes, businesses, vehicles, agriculture and other infrastructure. On May 25, an EF-3 tornado tracked through the Montague, Cooke and Denton counties of Texas, with maximum winds of 140 mph that caused seven fatalities and at least 100 injuries."
274,Texas Hail Storms (May 2024),Severe Storm,2024-05-27,2024-05-28,2348.3,2325.0,1.0,1,274,"Golfball to softball-sized hail caused extensive damage across north and east Texas. Some of these hail storms impacted major cities including Dallas and Houston where homes, vehicles, businesses and other infrastructure were damaged."
275,Colorado Hail Storms and Southern Severe Weather (May 2024),Severe Storm,2024-05-31,2024-06-01,3012.8,2983.0,0.0,1,275,"Severe hail storms caused damage across eastern Colorado, with numerous reports of golf ball to baseball-sized hail. There was considerable damage to homes, vehicles, businesses and other infrastructure. Severe storms also produced high wind damage across Texas."
276,Central and Eastern Severe Weather (June 2024),Severe Storm,2024-06-12,2024-06-14,1228.0,1228.0,0.0,2,276,"Damaging hail, high wind and tornadoes impact several central and eastern states including Missouri, Iowa, Kansas, Nebraska, Minnesota, Ohio, Michigan and Pennsylvania on June 12-14. Central and northern Minnesota received damage from quarter to golf ball sized hail while the metro region of Omaha, Nebraska experienced up to baseball sized hail damaging homes, vehicles and businesses. There were also two dozen tornadoes and hundreds of damaging wind reports across these states."
277,Upper Midwest Flooding (June 2024),Flooding,2024-06-16,2024-06-23,1113.0,1113.0,4.0,7,277,"Heavy rainfall created destructive flood conditions that damaged thousands of homes, vehicles, businesses and other infrastructure crops over a multi-state region. Across southern Minnesota and northwest Iowa, June precipitation totaled 10-15 inches, with much of the rainfall from June 16-23. This rainfall resulted in widespread catastrophic flooding that breached dams and levees, closed interstate highways, forced evacuations, and required numerous water rescues. Heavy rainfall also inundated crops that were impacted in parts of Minnesota, South Dakota, Iowa, Wisconsin and Michigan."
278,New Mexico Wildfires (June 2024),Wildfire,2024-06-17,2024-07-07,1780.0,1780.0,2.0,20,278,"Numerous wildfires cause damage to homes, vehicles, businesses, agriculture and other infrastructure in New Mexico during June and July. The most impactful wildfire so far this year is the South Fork Fire that began on June 17 near the town of Ruidoso. It spread rapidly due to strong winds and destroyed over one thousand structures"
279,Central and Northeast Severe Weather (June 2024),Severe Storm,2024-06-24,2024-06-26,1704.0,1704.0,3.0,2,279,"High wind, hail and tornadoes impact numerous central and northeastern states on June 24-26. Several states were impacted by tornadoes including Nebraska, Iowa, Pennsylvania, Rhode Island and Massachusetts. On June 25, an EF-3 tornado hit Whitman, Nebraska and the surrounding area. It was the first strong tornado to impact Grant County, Nebraska in more than 70 years. On June 26, a tornado that impacted Providence County, Rhode Island was the first June tornado reported in the state since records began in 1950."
280,Hurricane Beryl (July 2024),Tropical Cyclone,2024-07-08,2024-07-08,7219.0,7219.0,46.0,0,280,"Category 1 Hurricane Beryl made landfall in Texas on July 8 producing widespread high wind damage, as the storm was restrengthening at landfall. One significant impact were power outages that impacted millions of people for days. Beryl also produced more than 50 tornadoes across eastern Texas, western Louisiana and southern Arkansas. On July 1, Beryl became the earliest Category 5 hurricane and the second Category 5 on record during the month of July in the Atlantic Ocean."
281,Central and Eastern Tornado Outbreak and Severe Weather (July 2024),Severe Storm,2024-07-13,2024-07-16,2435.0,2435.0,2.0,3,281,"An outbreak producing more than 79 tornadoes developed across many central and eastern states. There were also over 1,000 reports of high wind and hail damage during this multi-day event. On July 15, this outbreak spawned 32 tornadoes and broke the Chicago-area record for the most tornadoes in a day. The states most impacted were Illinois, Indiana, Minnesota, Pennsylvania and New York that experienced considerable damage to homes, businesses, vehicles and other infrastructure."
282,Hurricane Debby (August 2024),Tropical Cyclone,2024-08-05,2024-08-09,2476.0,2476.0,17.0,4,282,"Category 1 Hurricane Debby made landfall on August 5 near Steinhatchee, Florida with 80 mph sustained winds and a second landfall near Bulls Bay, South Carolina as a tropical storm on August 8. Debby produced over 10 inches of rainfall from southwestern Florida up through the coastal sections of Georgia and the Carolinas. Debby continued to track up the East Coast affecting numerous states with heavy rain, flash flood and river flooding and strong winds. A frontal system merged with the remnants of Debby that led to flash flooding in parts of Pennsylvania, New Jersey and southeastern New York. This interaction also produced an EF-1 tornado that impacted Buffalo, New York."
283,Hurricane Francine (September 2024),Tropical Cyclone,2024-09-11,2024-09-12,1291.0,1291.0,0.0,1,283,"Category 2 Hurricane Francine made landfall in Terrebonne Parish, Louisiana on September 11, with 100 mph sustained winds. The storm caused wind and flood damage to homes, vehicles, businesses and other infrastructure across coastal Louisiana. Francine also produced heavy precipitation in parts of Alabama and Georgia. Muscle Shoals, AL recorded a three-day rainfall total of 9.02 inches beginning on September 12, which is its third highest 3-day total on record since 1893."
284,Hurricane Helene (September 2024),Tropical Cyclone,2024-09-24,2024-09-29,78721.0,78721.0,219.0,5,284,"Category 4 Hurricane Helene with 140 mph sustained winds was the strongest hurricane on record to strike the Big Bend region of Florida having made landfall near Perry, Florida on September 26. Helene was the third hurricane to hit the Big Bend region in just over a year. It caused up to 15 feet of storm surge along the Big Bend coast and six feet of surge as far south as St. Petersburg. It also caused billions of dollars in damage to Georgia's agriculture sector. Helene's most severe impacts were from the historic rainfall (up to 30+ inches) and flooding across much of western North Carolina. This flooding eclipsed the region's previous worst flood from 1916. Asheville and many surrounding cities and communities were heavily impacted. Southwestern Virginia and extreme eastern Tennessee were also heavily impacted. Damage came in many forms. Landslides, debris flows, and historic levels of flooding inundated and destroyed homes, businesses, parks, hospitals, the electrical, cellular and water system infrastructure, and damaged thousands of roads, highways and bridges, as examples. Additional information is currently being assembled that summarizes the vast scope of damage produced by Helene. Helene was the deadliest Atlantic hurricane since Maria (2017), and the deadliest to strike the U.S. mainland since Katrina (2005)."
